"id","type","date","panel","subpanel","budget","duration","coinvestigators"
"2011/01/B/HS1/00522","OPUS","2011-03-15","HS","HS1",37560,30,1
"2011/03/B/HS3/00769","OPUS","2011-09-15","HS","HS3",23400,10,1
"2011/01/B/HS1/00559","OPUS","2011-03-15","HS","HS1",39000,36,1
"2011/01/B/NZ7/04370","OPUS","2011-03-15","NZ","NZ7",94900,18,5
"2011/01/B/HS1/00771","OPUS","2011-03-15","HS","HS1",58908,30,1
"2011/01/B/HS2/01335","OPUS","2011-03-15","HS","HS2",97500,18,8
"2011/01/B/HS1/00944","OPUS","2011-03-15","HS","HS1",69850,24,3
"2011/01/B/ST10/04440","OPUS","2011-03-15","ST","ST10",275700,12,2
"2011/01/B/HS1/00954","OPUS","2011-03-15","HS","HS1",59800,12,16
"2011/01/B/ST8/04926","OPUS","2011-03-15","ST","ST8",173100,12,4
"2011/01/B/HS1/00996","OPUS","2011-03-15","HS","HS1",58750,24,1
"2011/03/B/HS4/05681","OPUS","2011-09-15","HS","HS4",168560,12,2
"2011/01/B/HS1/01018","OPUS","2011-03-15","HS","HS1",28442,24,1
"2011/01/B/HS5/00524","OPUS","2011-03-15","HS","HS5",83125,18,4
"2011/01/B/HS1/01536","OPUS","2011-03-15","HS","HS1",58075,30,1
"2011/01/B/HS2/01144","OPUS","2011-03-15","HS","HS2",20000,12,4
"2011/01/B/HS1/01728","OPUS","2011-03-15","HS","HS1",196050,36,10
"2011/01/B/NZ9/00218","OPUS","2011-03-15","NZ","NZ9",123682,18,4
"2011/01/B/HS1/01791","OPUS","2011-03-15","HS","HS1",307000,36,12
"2011/01/B/ST10/06985","OPUS","2011-03-15","ST","ST10",150800,20,4
"2011/01/B/HS1/01927","OPUS","2011-03-15","HS","HS1",14760,14,1
"2011/01/B/NZ6/00277","OPUS","2011-03-15","NZ","NZ6",159410,18,3
"2011/01/B/HS1/03910","OPUS","2011-03-15","HS","HS1",99700,36,1
"2011/01/B/HS4/02328","OPUS","2011-03-15","HS","HS4",89850,18,4
"2011/01/B/HS1/04004","OPUS","2011-03-15","HS","HS1",28956,6,1
"2011/01/B/HS5/04619","OPUS","2011-03-15","HS","HS5",52500,12,1
"2011/01/B/HS1/04014","OPUS","2011-03-15","HS","HS1",183908,36,1
"2011/01/B/HS4/00970","OPUS","2011-03-15","HS","HS4",140000,18,2
"2011/01/B/HS1/04023","OPUS","2011-03-15","HS","HS1",76800,36,1
"2011/01/B/ST5/03870","OPUS","2011-03-15","ST","ST5",112000,20,2
"2011/01/B/HS1/04029","OPUS","2011-03-15","HS","HS1",72540,36,1
"2011/01/B/HS4/01056","OPUS","2011-03-15","HS","HS4",70000,18,2
"2011/01/B/HS1/04283","OPUS","2011-03-15","HS","HS1",102500,36,1
"2011/01/B/HS6/05853","OPUS","2011-03-15","HS","HS6",18250,18,1
"2011/01/B/HS1/04462","OPUS","2011-03-15","HS","HS1",77400,36,6
"2011/01/B/HS6/00412","OPUS","2011-03-15","HS","HS6",170200,19,2
"2011/01/B/HS1/04572","OPUS","2011-03-15","HS","HS1",91500,36,4
"2011/03/B/HS3/00535","OPUS","2011-09-15","HS","HS3",18850,12,1
"2011/01/B/HS1/05416","OPUS","2011-03-15","HS","HS1",66300,24,1
"2011/01/B/HS5/02615","OPUS","2011-03-15","HS","HS5",99274,17,8
"2011/01/B/HS2/00505","OPUS","2011-03-15","HS","HS2",218830,36,6
"2011/01/B/HS4/04735","OPUS","2011-03-15","HS","HS4",49920,18,2
"2011/01/B/HS2/00964","OPUS","2011-03-15","HS","HS2",76800,36,4
"2011/03/B/HS4/05092","OPUS","2011-09-15","HS","HS4",78000,12,3
"2011/01/B/HS2/01095","OPUS","2011-03-15","HS","HS2",52000,24,1
"2011/01/B/HS5/00731","OPUS","2011-03-15","HS","HS5",52400,18,1
"2011/01/B/HS2/01120","OPUS","2011-03-15","HS","HS2",76800,36,3
"2011/01/B/HS2/06117","OPUS","2011-03-15","HS","HS2",98250,18,2
"2011/01/B/HS2/01154","OPUS","2011-03-15","HS","HS2",45000,36,2
"2011/01/B/ST10/05384","OPUS","2011-03-15","ST","ST10",232480,18,5
"2011/01/B/HS2/01168","OPUS","2011-03-15","HS","HS2",38250,36,2
"2011/01/B/ST3/00506","OPUS","2011-03-15","ST","ST3",175800,18,5
"2011/01/B/HS2/01190","OPUS","2011-03-15","HS","HS2",39371,18,1
"2011/01/B/HS2/01704","OPUS","2011-03-15","HS","HS2",39390,12,3
"2011/01/B/HS2/01198","OPUS","2011-03-15","HS","HS2",134431,30,11
"2011/01/B/ST9/05437","OPUS","2011-03-15","ST","ST9",56940,12,4
"2011/01/B/HS2/01293","OPUS","2011-03-15","HS","HS2",43800,24,1
"2011/01/B/HS4/03397","OPUS","2011-03-15","HS","HS4",143400,20,3
"2011/01/B/HS2/01298","OPUS","2011-03-15","HS","HS2",205609,30,12
"2011/01/B/HS4/05903","OPUS","2011-03-15","HS","HS4",80500,18,3
"2011/01/B/HS2/01320","OPUS","2011-03-15","HS","HS2",59570,36,1
"2011/01/B/HS4/04743","OPUS","2011-03-15","HS","HS4",186400,18,4
"2011/01/B/HS2/04723","OPUS","2011-03-15","HS","HS2",40200,21,3
"2011/01/B/HS2/01616","OPUS","2011-03-15","HS","HS2",33500,36,1
"2011/01/B/HS5/05372","OPUS","2011-03-15","HS","HS5",64500,16,1
"2011/01/B/HS2/01651","OPUS","2011-03-15","HS","HS2",65000,20,1
"2011/01/B/HS4/03233","OPUS","2011-03-15","HS","HS4",120220,24,3
"2011/01/B/HS6/04691","OPUS","2011-03-15","HS","HS6",116000,12,5
"2011/01/B/HS2/01789","OPUS","2011-03-15","HS","HS2",109200,36,1
"2011/01/B/HS4/02609","OPUS","2011-03-15","HS","HS4",167000,24,6
"2011/01/B/HS2/01840","OPUS","2011-03-15","HS","HS2",71500,36,3
"2011/01/B/HS4/00508","OPUS","2011-03-15","HS","HS4",298926,20,6
"2011/01/B/HS2/02082","OPUS","2011-03-15","HS","HS2",60280,24,1
"2011/03/B/HS5/03473","OPUS","2011-09-15","HS","HS5",77050,16,10
"2011/01/B/HS2/02092","OPUS","2011-03-15","HS","HS2",48740,24,1
"2011/03/B/HS1/00930","OPUS","2011-09-15","HS","HS1",45600,15,1
"2011/01/B/HS2/02161","OPUS","2011-03-15","HS","HS2",214800,16,1
"2011/01/B/HS5/00965","OPUS","2011-03-15","HS","HS5",48460,24,1
"2011/01/B/HS2/02351","OPUS","2011-03-15","HS","HS2",373580,28,3
"2011/01/B/HS2/03201","OPUS","2011-03-15","HS","HS2",85050,24,4
"2011/01/B/HS2/02425","OPUS","2011-03-15","HS","HS2",95601,33,1
"2011/01/B/ST4/00665","OPUS","2011-03-15","ST","ST4",252000,24,5
"2011/01/B/HS2/02479","OPUS","2011-03-15","HS","HS2",214589,36,4
"2011/01/B/NZ7/01497","OPUS","2011-03-15","NZ","NZ7",147550,24,6
"2011/01/B/HS2/02586","OPUS","2011-03-15","HS","HS2",705500,36,3
"2011/01/B/ST7/01877","OPUS","2011-03-15","ST","ST7",88000,12,4
"2011/01/B/HS2/02937","OPUS","2011-03-15","HS","HS2",45250,24,3
"2012/05/B/HS4/04196","OPUS","2012-03-15","HS","HS4",450000,36,8
"2011/01/B/HS2/02992","OPUS","2011-03-15","HS","HS2",103762,36,1
"2011/01/B/ST7/06706","OPUS","2011-03-15","ST","ST7",159900,24,7
"2011/03/B/HS1/00476","OPUS","2011-09-15","HS","HS1",67115,13,1
"2011/01/B/HS2/03280","OPUS","2011-03-15","HS","HS2",38080,24,1
"2011/01/B/ST6/06986","OPUS","2011-03-15","ST","ST6",98800,24,2
"2011/01/B/HS2/03285","OPUS","2011-03-15","HS","HS2",56250,36,1
"2011/03/B/ST2/03694","OPUS","2011-09-15","ST","ST2",47268,12,2
"2011/01/B/HS2/03292","OPUS","2011-03-15","HS","HS2",106400,36,1
"2011/01/B/NZ8/03146","OPUS","2011-03-15","NZ","NZ8",151930,24,2
"2011/01/B/HS2/03346","OPUS","2011-03-15","HS","HS2",112050,24,5
"2011/01/B/HS4/04718","OPUS","2011-03-15","HS","HS4",226200,24,6
"2011/01/B/HS2/03615","OPUS","2011-03-15","HS","HS2",51001,36,1
"2011/01/B/NZ8/01721","OPUS","2011-03-15","NZ","NZ8",180400,24,4
"2011/01/B/HS2/04503","OPUS","2011-03-15","HS","HS2",87340,28,17
"2011/01/B/HS4/02809","OPUS","2011-03-15","HS","HS4",98000,24,1
"2011/01/B/HS2/04643","OPUS","2011-03-15","HS","HS2",4e+05,36,15
"2011/01/B/ST1/01305","OPUS","2011-03-15","ST","ST1",145600,24,2
"2011/01/B/HS2/04695","OPUS","2011-03-15","HS","HS2",204000,36,8
"2011/01/B/HS4/00841","OPUS","2011-03-15","HS","HS4",28850,24,1
"2011/01/B/ST6/07021","OPUS","2011-03-15","ST","ST6",260000,24,15
"2011/01/B/HS2/04911","OPUS","2011-03-15","HS","HS2",31720,24,1
"2011/01/B/NZ6/00286","OPUS","2011-03-15","NZ","NZ6",1e+05,24,2
"2011/01/B/HS2/05063","OPUS","2011-03-15","HS","HS2",38500,24,1
"2011/01/B/ST1/05089","OPUS","2011-03-15","ST","ST1",117450,24,3
"2011/01/B/HS2/05113","OPUS","2011-03-15","HS","HS2",55000,36,1
"2011/01/B/HS4/00570","OPUS","2011-03-15","HS","HS4",156900,24,3
"2011/01/B/HS2/05115","OPUS","2011-03-15","HS","HS2",52550,30,1
"2011/01/B/ST1/01413","OPUS","2011-03-15","ST","ST1",84500,24,2
"2011/01/B/HS2/05120","OPUS","2011-03-15","HS","HS2",446500,36,12
"2011/01/B/HS2/05388","OPUS","2011-03-15","HS","HS2",39000,24,1
"2011/01/B/HS2/05436","OPUS","2011-03-15","HS","HS2",96750,36,1
"2011/01/B/HS4/05178","OPUS","2011-03-15","HS","HS4",26400,18,7
"2011/01/B/HS2/05678","OPUS","2011-03-15","HS","HS2",76500,30,3
"2011/01/B/HS4/02307","OPUS","2011-03-15","HS","HS4",38600,24,1
"2011/01/B/HS2/05889","OPUS","2011-03-15","HS","HS2",51980,36,3
"2011/01/B/HS2/05981","OPUS","2011-03-15","HS","HS2",120000,24,9
"2011/01/B/ST3/00512","OPUS","2011-03-15","ST","ST3",302500,24,7
"2011/01/B/HS2/06093","OPUS","2011-03-15","HS","HS2",125000,36,1
"2011/01/B/HS4/00804","OPUS","2011-03-15","HS","HS4",68880,24,3
"2011/01/B/HS4/00835","OPUS","2011-03-15","HS","HS4",399400,24,13
"2011/01/B/HS2/06123","OPUS","2011-03-15","HS","HS2",348000,36,14
"2011/01/B/HS4/03298","OPUS","2011-03-15","HS","HS4",79300,24,6
"2011/01/B/HS2/06182","OPUS","2011-03-15","HS","HS2",437400,36,9
"2011/01/B/HS3/00714","OPUS","2011-03-15","HS","HS3",41000,36,1
"2011/01/B/ST5/06283","OPUS","2011-03-15","ST","ST5",398000,26,14
"2011/01/B/HS3/00736","OPUS","2011-03-15","HS","HS3",65500,27,1
"2011/01/B/ST5/00773","OPUS","2011-03-15","ST","ST5",395700,24,7
"2011/01/B/HS3/00753","OPUS","2011-03-15","HS","HS3",149064,24,1
"2011/01/B/ST1/01221","OPUS","2011-03-15","ST","ST1",66040,24,1
"2011/01/B/HS3/00791","OPUS","2011-03-15","HS","HS3",300145,36,15
"2011/01/B/HS4/02858","OPUS","2011-03-15","HS","HS4",68250,24,1
"2011/01/B/HS3/00801","OPUS","2011-03-15","HS","HS3",54960,12,1
"2011/01/B/ST10/04930","OPUS","2011-03-15","ST","ST10",139700,24,2
"2011/01/B/HS3/00828","OPUS","2011-03-15","HS","HS3",304200,36,6
"2011/01/B/ST4/06503","OPUS","2011-03-15","ST","ST4",245400,24,4
"2011/01/B/HS3/01020","OPUS","2011-03-15","HS","HS3",223077,36,6
"2011/01/B/ST8/03317","OPUS","2011-03-15","ST","ST8",461200,24,10
"2011/01/B/HS3/01233","OPUS","2011-03-15","HS","HS3",62400,36,1
"2011/01/B/HS4/01051","OPUS","2011-03-15","HS","HS4",44100,24,1
"2011/01/B/HS3/01273","OPUS","2011-03-15","HS","HS3",68250,36,1
"2011/01/B/HS3/01282","OPUS","2011-03-15","HS","HS3",297700,36,11
"2011/01/B/ST7/06043","OPUS","2011-03-15","ST","ST7",316400,24,6
"2011/01/B/HS3/01726","OPUS","2011-03-15","HS","HS3",290606,32,27
"2011/01/B/ST8/07508","OPUS","2011-03-15","ST","ST8",146380,24,4
"2011/01/B/HS3/01955","OPUS","2011-03-15","HS","HS3",35000,30,1
"2011/01/B/HS4/02316","OPUS","2011-03-15","HS","HS4",52000,18,1
"2011/01/B/HS3/02140","OPUS","2011-03-15","HS","HS3",107200,36,1
"2012/05/B/HS3/03829","OPUS","2012-03-15","HS","HS3",85090,12,1
"2011/01/B/HS3/02172","OPUS","2011-03-15","HS","HS3",75640,24,2
"2011/01/B/ST8/07560","OPUS","2011-03-15","ST","ST8",416000,24,11
"2011/01/B/HS3/02175","OPUS","2011-03-15","HS","HS3",351203,36,4
"2011/01/B/HS3/02184","OPUS","2011-03-15","HS","HS3",247000,36,1
"2011/01/B/HS4/02747","OPUS","2011-03-15","HS","HS4",96000,20,13
"2011/01/B/HS3/02185","OPUS","2011-03-15","HS","HS3",98400,36,4
"2011/01/B/ST5/01192","OPUS","2011-03-15","ST","ST5",490000,24,9
"2011/01/B/HS3/02910","OPUS","2011-03-15","HS","HS3",37500,36,1
"2011/01/B/NZ1/04338","OPUS","2011-03-15","NZ","NZ1",174850,24,4
"2011/01/B/HS3/02918","OPUS","2011-03-15","HS","HS3",139500,36,3
"2011/01/B/ST3/02281","OPUS","2011-03-15","ST","ST3",453900,24,10
"2011/01/B/HS3/02934","OPUS","2011-03-15","HS","HS3",36580,14,3
"2011/01/B/HS3/02947","OPUS","2011-03-15","HS","HS3",117600,36,1
"2011/03/B/HS1/00910","OPUS","2011-09-15","HS","HS1",33800,12,1
"2011/01/B/HS3/03014","OPUS","2011-03-15","HS","HS3",290030,36,20
"2011/03/B/HS4/01629","OPUS","2011-09-15","HS","HS4",26593,15,1
"2011/01/B/HS3/03121","OPUS","2011-03-15","HS","HS3",34775,24,1
"2011/01/B/ST2/05125","OPUS","2011-03-15","ST","ST2",169000,24,5
"2011/01/B/HS3/03126","OPUS","2011-03-15","HS","HS3",194064,36,3
"2011/01/B/ST2/04069","OPUS","2011-03-15","ST","ST2",137800,24,2
"2011/01/B/HS3/03746","OPUS","2011-03-15","HS","HS3",175883,36,11
"2011/01/B/NZ4/01664","OPUS","2011-03-15","NZ","NZ4",195000,24,3
"2011/01/B/HS3/04146","OPUS","2011-03-15","HS","HS3",55000,12,4
"2011/01/B/HS4/04993","OPUS","2011-03-15","HS","HS4",128900,24,3
"2011/01/B/HS3/04167","OPUS","2011-03-15","HS","HS3",251776,36,27
"2011/01/B/ST1/04056","OPUS","2011-03-15","ST","ST1",60000,24,1
"2011/01/B/HS3/04689","OPUS","2011-03-15","HS","HS3",127300,36,2
"2011/01/B/NZ3/04771","OPUS","2011-03-15","NZ","NZ3",225000,24,3
"2011/01/B/HS3/04697","OPUS","2011-03-15","HS","HS3",265000,36,6
"2011/01/B/HS4/04809","OPUS","2011-03-15","HS","HS4",42900,18,1
"2011/01/B/HS3/04716","OPUS","2011-03-15","HS","HS3",230750,36,14
"2011/01/B/ST3/04450","OPUS","2011-03-15","ST","ST3",236480,24,5
"2011/01/B/HS3/04720","OPUS","2011-03-15","HS","HS3",318500,36,10
"2011/01/B/HS3/04724","OPUS","2011-03-15","HS","HS3",74100,36,1
"2011/01/B/HS4/00812","OPUS","2011-03-15","HS","HS4",73200,24,2
"2011/01/B/HS3/05931","OPUS","2011-03-15","HS","HS3",67600,24,1
"2011/01/B/ST10/01553","OPUS","2011-03-15","ST","ST10",424800,24,5
"2012/05/B/HS4/04210","OPUS","2012-03-15","HS","HS4",65000,12,1
"2011/01/B/ST1/01521","OPUS","2011-03-15","ST","ST1",229500,24,3
"2011/01/B/HS4/00639","OPUS","2011-03-15","HS","HS4",371860,36,5
"2011/01/B/ST4/00910","OPUS","2011-03-15","ST","ST4",262600,24,3
"2011/01/B/HS4/00654","OPUS","2011-03-15","HS","HS4",155683,24,6
"2011/03/B/HS3/04845","OPUS","2011-09-15","HS","HS3",25600,18,1
"2011/01/B/HS4/00802","OPUS","2011-03-15","HS","HS4",196980,36,7
"2011/01/B/ST10/05398","OPUS","2011-03-15","ST","ST10",256250,24,5
"2011/01/B/ST10/07588","OPUS","2011-03-15","ST","ST10",136140,20,10
"2011/01/B/HS4/00806","OPUS","2011-03-15","HS","HS4",164400,30,1
"2011/01/B/ST8/03848","OPUS","2011-03-15","ST","ST8",179000,24,2
"2011/01/B/HS4/00815","OPUS","2011-03-15","HS","HS4",134590,24,4
"2011/01/B/ST10/04739","OPUS","2011-03-15","ST","ST10",320000,25,4
"2012/05/B/HS4/04185","OPUS","2012-03-15","HS","HS4",124240,12,2
"2011/01/B/HS4/00837","OPUS","2011-03-15","HS","HS4",197950,24,3
"2011/01/B/HS4/04798","OPUS","2011-03-15","HS","HS4",96200,24,4
"2011/01/B/HS4/00840","OPUS","2011-03-15","HS","HS4",116550,30,4
"2011/01/B/ST10/07188","OPUS","2011-03-15","ST","ST10",425100,24,3
"2011/03/B/HS2/06395","OPUS","2011-09-15","HS","HS2",37750,18,3
"2011/01/B/NZ4/04859","OPUS","2011-03-15","NZ","NZ4",175860,24,4
"2011/01/B/HS4/00974","OPUS","2011-03-15","HS","HS4",502500,36,8
"2011/01/B/NZ8/00165","OPUS","2011-03-15","NZ","NZ8",128950,18,2
"2011/01/B/HS4/00977","OPUS","2011-03-15","HS","HS4",354738,30,9
"2011/01/B/HS4/00982","OPUS","2011-03-15","HS","HS4",229500,24,3
"2011/01/B/ST2/00464","OPUS","2011-03-15","ST","ST2",153400,30,1
"2011/01/B/HS4/06346","OPUS","2011-03-15","HS","HS4",188217,18,6
"2011/01/B/HS4/04935","OPUS","2011-03-15","HS","HS4",80625,18,2
"2011/01/B/HS4/01061","OPUS","2011-03-15","HS","HS4",114800,24,1
"2011/01/B/NZ9/00226","OPUS","2011-03-15","NZ","NZ9",130300,24,5
"2011/01/B/HS4/01075","OPUS","2011-03-15","HS","HS4",312500,36,6
"2011/01/B/ST8/07492","OPUS","2011-03-15","ST","ST8",464843,24,5
"2011/01/B/HS4/01077","OPUS","2011-03-15","HS","HS4",329600,36,4
"2013/11/B/HS1/03947","OPUS","2013-09-16","HS","HS1",94560,36,1
"2011/01/B/HS4/01097","OPUS","2011-03-15","HS","HS4",277500,24,9
"2011/01/B/ST8/07241","OPUS","2011-03-15","ST","ST8",483600,24,12
"2011/01/B/HS4/02219","OPUS","2011-03-15","HS","HS4",25920,12,1
"2011/03/B/NZ5/05837","OPUS","2011-09-15","NZ","NZ5",222562,18,6
"2011/01/B/HS4/02227","OPUS","2011-03-15","HS","HS4",284500,28,6
"2011/01/B/ST2/03667","OPUS","2011-03-15","ST","ST2",275160,24,5
"2011/01/B/HS4/02881","OPUS","2011-03-15","HS","HS4",73800,24,1
"2011/01/B/NZ4/01702","OPUS","2011-03-15","NZ","NZ4",435380,24,7
"2011/01/B/HS4/02322","OPUS","2011-03-15","HS","HS4",91051,31,1
"2012/07/B/NZ8/00056","OPUS","2012-09-15","NZ","NZ8",206042,24,3
"2011/01/B/HS4/02361","OPUS","2011-03-15","HS","HS4",46200,25,1
"2011/01/B/ST10/04889","OPUS","2011-03-15","ST","ST10",64935,25,2
"2011/01/B/NZ9/00213","OPUS","2011-03-15","NZ","NZ9",132700,36,4
"2011/01/B/HS4/02612","OPUS","2011-03-15","HS","HS4",222600,24,10
"2013/09/B/HS4/01229","OPUS","2013-03-15","HS","HS4",294040,24,2
"2011/01/B/HS4/02740","OPUS","2011-03-15","HS","HS4",167350,36,3
"2011/01/B/HS4/02746","OPUS","2011-03-15","HS","HS4",181980,28,5
"2011/03/B/HS4/03795","OPUS","2011-09-15","HS","HS4",56575,18,1
"2011/01/B/HS5/03268","OPUS","2011-03-15","HS","HS5",113280,24,10
"2011/01/B/HS4/02784","OPUS","2011-03-15","HS","HS4",84755,30,3
"2011/01/B/ST4/00959","OPUS","2011-03-15","ST","ST4",666820,36,6
"2011/01/B/HS4/02817","OPUS","2011-03-15","HS","HS4",62112,18,3
"2011/01/B/HS5/00678","OPUS","2011-03-15","HS","HS5",136110,24,3
"2011/01/B/HS4/02821","OPUS","2011-03-15","HS","HS4",157300,24,2
"2011/03/B/HS1/00373","OPUS","2011-09-15","HS","HS1",66375,24,1
"2011/03/B/ST2/03695","OPUS","2011-09-15","ST","ST2",276440,24,9
"2011/01/B/HS4/02878","OPUS","2011-03-15","HS","HS4",67080,24,3
"2011/03/B/ST10/04340","OPUS","2011-09-15","ST","ST10",188500,18,4
"2011/01/B/ST10/06892","OPUS","2011-03-15","ST","ST10",159900,24,3
"2011/01/B/HS4/02882","OPUS","2011-03-15","HS","HS4",216500,36,3
"2011/01/B/ST1/01302","OPUS","2011-03-15","ST","ST1",167000,24,3
"2011/01/B/HS4/03234","OPUS","2011-03-15","HS","HS4",117003,36,2
"2011/01/B/HS4/03239","OPUS","2011-03-15","HS","HS4",124614,24,2
"2011/01/B/ST4/02984","OPUS","2011-03-15","ST","ST4",138550,24,4
"2011/01/B/HS4/03248","OPUS","2011-03-15","HS","HS4",119100,30,4
"2011/01/B/ST7/00666","OPUS","2011-03-15","ST","ST7",149000,24,2
"2011/01/B/HS6/04601","OPUS","2011-03-15","HS","HS6",89000,24,4
"2011/01/B/HS4/03372","OPUS","2011-03-15","HS","HS4",269700,30,15
"2011/01/B/ST8/06579","OPUS","2011-03-15","ST","ST8",140000,24,5
"2011/01/B/ST2/02450","OPUS","2011-03-15","ST","ST2",172900,30,7
"2011/01/B/HS4/03694","OPUS","2011-03-15","HS","HS4",195500,30,6
"2011/03/B/HS2/02320","OPUS","2011-09-15","HS","HS2",25870,18,1
"2011/01/B/HS4/04744","OPUS","2011-03-15","HS","HS4",97000,29,1
"2011/01/B/HS4/04727","OPUS","2011-03-15","HS","HS4",307900,30,5
"2011/01/B/HS4/05088","OPUS","2011-03-15","HS","HS4",70000,24,1
"2011/01/B/HS4/04733","OPUS","2011-03-15","HS","HS4",152490,25,3
"2011/03/B/ST4/01351","OPUS","2011-09-15","ST","ST4",95500,18,3
"2011/01/B/HS4/04750","OPUS","2011-03-15","HS","HS4",119280,24,3
"2011/01/B/HS4/04758","OPUS","2011-03-15","HS","HS4",77620,24,3
"2011/01/B/HS5/02599","OPUS","2011-03-15","HS","HS5",43140,12,1
"2011/01/B/HS4/04759","OPUS","2011-03-15","HS","HS4",91000,36,1
"2011/01/B/ST1/05137","OPUS","2011-03-15","ST","ST1",55900,26,1
"2011/01/B/HS4/04795","OPUS","2011-03-15","HS","HS4",138000,36,1
"2011/03/B/HS5/00822","OPUS","2011-09-15","HS","HS5",105638,19,6
"2011/01/B/HS4/04796","OPUS","2011-03-15","HS","HS4",285906,28,2
"2011/01/B/HS4/04797","OPUS","2011-03-15","HS","HS4",173125,24,4
"2011/01/B/HS4/06302","OPUS","2011-03-15","HS","HS4",97400,24,21
"2012/05/B/HS4/04199","OPUS","2012-03-15","HS","HS4",46240,12,2
"2011/01/B/HS4/04800","OPUS","2011-03-15","HS","HS4",225900,24,5
"2011/01/B/ST8/07283","OPUS","2011-03-15","ST","ST8",261250,24,7
"2011/01/B/HS4/04808","OPUS","2011-03-15","HS","HS4",163500,24,6
"2011/01/B/HS4/04815","OPUS","2011-03-15","HS","HS4",105000,24,2
"2011/01/B/HS4/04810","OPUS","2011-03-15","HS","HS4",173440,26,4
"2011/01/B/ST10/00513","OPUS","2011-03-15","ST","ST10",97500,24,6
"2011/01/B/HS4/04812","OPUS","2011-03-15","HS","HS4",282625,24,10
"2011/01/B/ST7/04498","OPUS","2011-03-15","ST","ST7",250000,26,4
"2011/03/B/HS2/02311","OPUS","2011-09-15","HS","HS2",45630,18,1
"2011/01/B/ST7/06571","OPUS","2011-03-15","ST","ST7",256100,24,8
"2011/01/B/HS4/04988","OPUS","2011-03-15","HS","HS4",98800,24,4
"2011/01/B/HS6/03135","OPUS","2011-03-15","HS","HS6",99200,24,4
"2011/01/B/HS4/05114","OPUS","2011-03-15","HS","HS4",59400,36,2
"2011/01/B/HS5/02605","OPUS","2011-03-15","HS","HS5",54000,24,3
"2011/01/B/HS4/05194","OPUS","2011-03-15","HS","HS4",286000,32,6
"2011/01/B/ST7/06166","OPUS","2011-03-15","ST","ST7",487500,24,16
"2011/01/B/HS4/05200","OPUS","2011-03-15","HS","HS4",144815,24,6
"2011/01/B/ST5/06386","OPUS","2011-03-15","ST","ST5",243790,24,6
"2011/01/B/HS4/05232","OPUS","2011-03-15","HS","HS4",60530,18,3
"2011/01/B/ST7/06194","OPUS","2011-03-15","ST","ST7",182000,24,4
"2011/01/B/HS4/05445","OPUS","2011-03-15","HS","HS4",74000,24,1
"2011/01/B/HS4/05502","OPUS","2011-03-15","HS","HS4",285120,24,5
"2011/01/B/HS5/00509","OPUS","2011-03-15","HS","HS5",94280,20,1
"2011/01/B/ST8/03488","OPUS","2011-03-15","ST","ST8",242500,27,4
"2011/01/B/HS4/05924","OPUS","2011-03-15","HS","HS4",66492,36,7
"2011/01/B/HS4/06216","OPUS","2011-03-15","HS","HS4",222000,24,4
"2011/03/B/HS1/00917","OPUS","2011-09-15","HS","HS1",64600,18,2
"2011/01/B/HS4/06220","OPUS","2011-03-15","HS","HS4",275080,30,7
"2011/01/B/HS4/06247","OPUS","2011-03-15","HS","HS4",54718,18,1
"2011/01/B/ST10/06479","OPUS","2011-03-15","ST","ST10",142500,24,7
"2011/01/B/ST7/06801","OPUS","2011-03-15","ST","ST7",325000,24,5
"2011/01/B/HS4/06543","OPUS","2011-03-15","HS","HS4",122750,24,5
"2011/03/B/HS4/01160","OPUS","2011-09-15","HS","HS4",94235,24,2
"2011/01/B/HS4/06630","OPUS","2011-03-15","HS","HS4",195000,24,5
"2011/01/B/NZ9/03169","OPUS","2011-03-15","NZ","NZ9",192400,36,7
"2011/01/B/HS4/07572","OPUS","2011-03-15","HS","HS4",194250,24,3
"2012/05/B/NZ6/01012","OPUS","2012-03-15","NZ","NZ6",333950,18,8
"2011/03/B/NZ9/05338","OPUS","2011-09-15","NZ","NZ9",315000,24,2
"2011/03/B/HS4/04417","OPUS","2011-09-15","HS","HS4",218838,24,6
"2011/01/B/HS5/00549","OPUS","2011-03-15","HS","HS5",98750,24,5
"2011/03/B/HS4/03727","OPUS","2011-09-15","HS","HS4",198500,24,4
"2011/01/B/HS5/00661","OPUS","2011-03-15","HS","HS5",32500,18,1
"2011/01/B/HS5/00900","OPUS","2011-03-15","HS","HS5",42900,30,1
"2011/03/B/HS4/02298","OPUS","2011-09-15","HS","HS4",301000,24,5
"2011/01/B/ST7/04632","OPUS","2011-03-15","ST","ST7",445600,30,6
"2011/01/B/HS5/00770","OPUS","2011-03-15","HS","HS5",56550,24,1
"2011/03/B/HS4/06043","OPUS","2011-09-15","HS","HS4",199764,24,6
"2011/01/B/HS5/00863","OPUS","2011-03-15","HS","HS5",74750,36,1
"2011/01/B/HS5/00890","OPUS","2011-03-15","HS","HS5",33800,28,1
"2011/01/B/ST7/06183","OPUS","2011-03-15","ST","ST7",610860,33,7
"2011/01/B/ST7/06740","OPUS","2011-03-15","ST","ST7",335400,34,12
"2011/01/B/HS5/00911","OPUS","2011-03-15","HS","HS5",98410,24,1
"2011/01/B/HS5/00930","OPUS","2011-03-15","HS","HS5",112010,36,1
"2011/03/B/ST4/01223","OPUS","2011-09-15","ST","ST4",211740,24,2
"2011/01/B/HS5/00956","OPUS","2011-03-15","HS","HS5",58500,25,1
