"id","type","date","panel","subpanel","budget","duration","coinvestigators"
"2012/07/B/NZ3/02919","OPUS","2012-09-15","NZ","NZ3",869590,36,5
"2011/01/N/ST8/07406","PRELUDIUM","2011-03-15","ST","ST8",97630,24,2
"2012/05/B/ST10/02132","OPUS","2012-03-15","ST","ST10",370040,36,6
"2011/01/N/ST8/07425","PRELUDIUM","2011-03-15","ST","ST8",2e+05,24,2
"2012/05/B/ST8/00117","OPUS","2012-03-15","ST","ST8",862000,36,7
"2011/01/N/ST8/07426","PRELUDIUM","2011-03-15","ST","ST8",39000,12,2
"2011/03/B/HS2/04000","OPUS","2011-09-15","HS","HS2",81900,24,2
"2011/01/N/ST8/07430","PRELUDIUM","2011-03-15","ST","ST8",138840,24,2
"2013/11/B/HS1/04144","OPUS","2013-09-16","HS","HS1",180000,24,4
"2011/01/N/ST8/07495","PRELUDIUM","2011-03-15","ST","ST8",159900,24,1
"2012/07/B/ST1/03508","OPUS","2012-09-15","ST","ST1",432400,36,6
"2011/01/N/ST8/07603","PRELUDIUM","2011-03-15","ST","ST8",80000,24,3
"2012/07/B/HS5/03902","OPUS","2012-09-15","HS","HS5",299880,36,15
"2011/01/N/ST8/07633","PRELUDIUM","2011-03-15","ST","ST8",167344,14,3
"2011/03/B/ST2/01847","OPUS","2011-09-15","ST","ST2",397060,36,11
"2011/01/N/ST8/07635","PRELUDIUM","2011-03-15","ST","ST8",98400,12,3
"2011/03/B/NZ9/02472","OPUS","2011-09-15","NZ","NZ9",427000,36,5
"2011/01/N/ST8/07685","PRELUDIUM","2011-03-15","ST","ST8",230400,36,4
"2011/03/B/NZ8/02142","OPUS","2011-09-15","NZ","NZ8",3e+05,36,5
"2011/01/N/ST8/07752","PRELUDIUM","2011-03-15","ST","ST8",170320,24,4
"2012/07/B/HS5/03677","OPUS","2012-09-15","HS","HS5",79760,12,1
"2011/01/N/ST8/07755","PRELUDIUM","2011-03-15","ST","ST8",308200,26,3
"2012/07/B/NZ6/03528","OPUS","2012-09-15","NZ","NZ6",612300,36,6
"2011/01/N/ST8/07757","PRELUDIUM","2011-03-15","ST","ST8",97500,24,4
"2012/07/B/ST10/03885","OPUS","2012-09-15","ST","ST10",318660,36,5
"2011/01/N/ST8/07758","PRELUDIUM","2011-03-15","ST","ST8",121720,24,2
"2013/09/B/NZ9/01811","OPUS","2013-03-15","NZ","NZ9",450000,26,6
"2011/01/N/ST8/07774","PRELUDIUM","2011-03-15","ST","ST8",270400,36,5
"2012/07/B/ST4/00509","OPUS","2012-09-15","ST","ST4",273450,30,6
"2011/01/N/ST8/07786","PRELUDIUM","2011-03-15","ST","ST8",68800,24,2
"2013/09/B/HS5/00433","OPUS","2013-03-15","HS","HS5",218400,24,3
"2011/01/N/ST8/07789","PRELUDIUM","2011-03-15","ST","ST8",70000,24,2
"2013/09/B/HS5/01339","OPUS","2013-03-15","HS","HS5",208920,26,4
"2011/01/N/ST9/00383","PRELUDIUM","2011-03-15","ST","ST9",156840,36,2
"2012/07/B/ST8/03055","OPUS","2012-09-15","ST","ST8",297000,36,8
"2011/01/N/ST9/00400","PRELUDIUM","2011-03-15","ST","ST9",41200,18,2
"2011/03/B/NZ9/00070","OPUS","2011-09-15","NZ","NZ9",599790,36,4
"2011/01/N/ST9/00405","PRELUDIUM","2011-03-15","ST","ST9",73380,24,2
"2012/05/B/HS2/04074","OPUS","2012-03-15","HS","HS2",127650,36,1
"2011/01/N/ST9/00485","PRELUDIUM","2011-03-15","ST","ST9",52455,15,2
"2012/07/B/NZ7/04212","OPUS","2012-09-15","NZ","NZ7",401200,36,3
"2011/01/N/ST9/00726","PRELUDIUM","2011-03-15","ST","ST9",45560,18,1
"2012/07/B/ST9/04412","OPUS","2012-09-15","ST","ST9",354450,36,3
"2011/01/N/ST9/02209","PRELUDIUM","2011-03-15","ST","ST9",135200,36,2
"2012/07/B/ST8/03996","OPUS","2012-09-15","ST","ST8",341850,36,5
"2011/01/N/ST9/03069","PRELUDIUM","2011-03-15","ST","ST9",113880,36,2
"2012/05/B/ST5/01680","OPUS","2012-03-15","ST","ST5",804740,36,8
"2011/01/N/ST9/03171","PRELUDIUM","2011-03-15","ST","ST9",113880,36,2
"2013/09/B/ST5/03391","OPUS","2013-03-15","ST","ST5",315020,24,1
"2011/01/N/ST9/06000","PRELUDIUM","2011-03-15","ST","ST9",117390,36,1
"2012/07/B/HS3/01088","OPUS","2012-09-15","HS","HS3",344047,36,17
"2011/01/N/ST9/06007","PRELUDIUM","2011-03-15","ST","ST9",58500,24,2
"2011/03/B/NZ3/01760","OPUS","2011-09-15","NZ","NZ3",504000,36,3
"2011/02/A/HS1/00395","MAESTRO","2011-06-15","HS","HS1",1013320,60,9
"2012/07/B/HS4/00743","OPUS","2012-09-15","HS","HS4",226320,24,7
"2011/02/A/HS3/00389","MAESTRO","2011-06-15","HS","HS3",1086000,60,18
"2012/07/B/ST5/00890","OPUS","2012-09-15","ST","ST5",383000,36,5
"2011/02/A/HS6/00155","MAESTRO","2011-06-15","HS","HS6",2136343,60,23
"2012/05/B/NZ8/00498","OPUS","2012-03-15","NZ","NZ8",268000,36,4
"2011/02/A/HS6/00174","MAESTRO","2011-06-15","HS","HS6",2999768,60,11
"2012/05/B/HS2/04025","OPUS","2012-03-15","HS","HS2",225500,36,3
"2011/02/A/HS6/00183","MAESTRO","2011-06-15","HS","HS6",1660056,60,6
"2011/03/B/NZ2/02480","OPUS","2011-09-15","NZ","NZ2",634093,36,4
"2011/02/A/HS6/00231","MAESTRO","2011-06-15","HS","HS6",2835600,60,9
"2012/05/B/NZ4/01810","OPUS","2012-03-15","NZ","NZ4",443370,36,5
"2011/02/A/HS6/00238","MAESTRO","2011-06-15","HS","HS6",2401375,48,240
"2012/07/B/NZ4/01640","OPUS","2012-09-15","NZ","NZ4",234000,36,10
"2011/02/A/NZ1/00001","MAESTRO","2011-06-15","NZ","NZ1",2990000,60,11
"2012/07/B/ST5/00813","OPUS","2012-09-15","ST","ST5",379500,36,6
"2011/02/A/NZ1/00009","MAESTRO","2011-06-15","NZ","NZ1",2996000,60,10
"2012/07/B/NZ6/03498","OPUS","2012-09-15","NZ","NZ6",786000,36,5
"2011/02/A/NZ1/00010","MAESTRO","2011-06-15","NZ","NZ1",1799421,36,6
"2012/05/B/HS5/00670","OPUS","2012-03-15","HS","HS5",85450,30,1
"2011/02/A/NZ1/00052","MAESTRO","2011-06-15","NZ","NZ1",2500000,48,6
"2011/03/B/ST8/05481","OPUS","2011-09-15","ST","ST8",598000,36,7
"2011/02/A/NZ1/00066","MAESTRO","2011-06-15","NZ","NZ1",2796000,60,14
"2012/07/B/NZ7/04382","OPUS","2012-09-15","NZ","NZ7",708440,36,7
"2011/02/A/NZ2/00014","MAESTRO","2011-06-15","NZ","NZ2",3e+06,60,15
"2011/03/B/ST2/02660","OPUS","2011-09-15","ST","ST2",335000,36,5
"2011/02/A/NZ2/00017","MAESTRO","2011-06-15","NZ","NZ2",3e+06,60,6
"2012/07/B/ST10/04214","OPUS","2012-09-15","ST","ST10",129350,24,1
"2011/02/A/NZ2/00022","MAESTRO","2011-06-15","NZ","NZ2",2824000,36,18
"2011/03/B/NZ5/04192","OPUS","2011-09-15","NZ","NZ5",131900,36,3
"2011/02/A/NZ3/00068","MAESTRO","2011-06-15","NZ","NZ3",2460500,60,18
"2012/05/B/ST6/03086","OPUS","2012-03-15","ST","ST6",416000,36,7
"2011/02/A/NZ3/00079","MAESTRO","2011-06-15","NZ","NZ3",1632000,60,13
"2012/05/B/ST4/01161","OPUS","2012-03-15","ST","ST4",343840,36,4
"2011/02/A/NZ3/00144","MAESTRO","2011-06-15","NZ","NZ3",2989800,60,14
"2013/09/B/HS4/00493","OPUS","2013-03-15","HS","HS4",190057,24,4
"2011/02/A/NZ3/00149","MAESTRO","2011-06-15","NZ","NZ3",2875000,60,4
"2011/03/B/ST7/01840","OPUS","2011-09-15","ST","ST7",461150,36,8
"2011/02/A/NZ4/00031","MAESTRO","2011-06-15","NZ","NZ4",2e+06,60,18
"2011/03/B/HS2/03481","OPUS","2011-09-15","HS","HS2",69800,36,1
"2011/02/A/NZ4/00035","MAESTRO","2011-06-15","NZ","NZ4",2978900,60,6
"2013/09/B/HS4/01514","OPUS","2013-03-15","HS","HS4",274512,24,4
"2011/02/A/NZ5/00321","MAESTRO","2011-06-15","NZ","NZ5",1895800,60,5
"2011/03/B/ST7/03538","OPUS","2011-09-15","ST","ST7",675000,36,11
"2011/02/A/NZ5/00329","MAESTRO","2011-06-15","NZ","NZ5",3e+06,60,14
"2011/03/B/NZ3/00693","OPUS","2011-09-15","NZ","NZ3",704000,36,6
"2011/02/A/NZ5/00337","MAESTRO","2011-06-15","NZ","NZ5",2655900,60,14
"2012/05/B/ST7/02136","OPUS","2012-03-15","ST","ST7",618183,36,14
"2011/02/A/NZ5/00338","MAESTRO","2011-06-15","NZ","NZ5",2926000,60,10
"2012/07/B/ST5/02376","OPUS","2012-09-15","ST","ST5",472500,36,9
"2011/02/A/NZ5/00339","MAESTRO","2011-06-15","NZ","NZ5",2628000,60,16
"2011/03/B/NZ9/01680","OPUS","2011-09-15","NZ","NZ9",3e+05,36,3
"2011/02/A/NZ5/00341","MAESTRO","2011-06-15","NZ","NZ5",2710000,60,13
"2013/11/B/HS5/03443","OPUS","2013-09-16","HS","HS5",435600,24,5
"2011/02/A/NZ8/00064","MAESTRO","2011-06-15","NZ","NZ8",2498638,36,10
"2013/11/B/HS4/02134","OPUS","2013-09-16","HS","HS4",202300,24,2
"2011/02/A/NZ9/00108","MAESTRO","2011-06-15","NZ","NZ9",2740210,60,16
"2012/05/B/ST3/03113","OPUS","2012-03-15","ST","ST3",598000,36,10
"2011/02/A/NZ9/00137","MAESTRO","2011-06-15","NZ","NZ9",2560830,60,8
"2013/11/B/HS4/00857","OPUS","2013-09-16","HS","HS4",197880,24,3
"2011/02/A/ST10/00284","MAESTRO","2011-06-15","ST","ST10",2364500,60,8
"2012/05/B/NZ1/00659","OPUS","2012-03-15","NZ","NZ1",837560,36,7
"2011/02/A/ST1/00119","MAESTRO","2011-06-15","ST","ST1",1939800,60,12
"2011/03/B/NZ8/02835","OPUS","2011-09-15","NZ","NZ8",245000,36,3
"2011/02/A/ST1/00208","MAESTRO","2011-06-15","ST","ST1",2363400,36,11
"2011/03/B/ST8/06286","OPUS","2011-09-15","ST","ST8",666900,36,14
"2011/02/A/ST1/00216","MAESTRO","2011-06-15","ST","ST1",1850000,60,13
"2012/05/B/NZ5/01536","OPUS","2012-03-15","NZ","NZ5",357200,36,6
"2011/02/A/ST2/00294","MAESTRO","2011-06-15","ST","ST2",1363420,60,8
"2012/05/B/ST8/02876","OPUS","2012-03-15","ST","ST8",678280,36,6
"2011/02/A/ST2/00298","MAESTRO","2011-06-15","ST","ST2",1272700,48,5
"2013/09/B/ST8/00210","OPUS","2013-03-15","ST","ST8",798390,30,7
"2011/02/A/ST2/00300","MAESTRO","2011-06-15","ST","ST2",1794000,60,11
"2013/09/B/HS2/02832","OPUS","2013-03-15","HS","HS2",119437,24,1
"2011/02/A/ST2/00302","MAESTRO","2011-06-15","ST","ST2",2960700,48,6
"2011/03/B/ST9/02573","OPUS","2011-09-15","ST","ST9",935900,36,8
"2011/02/A/ST2/00305","MAESTRO","2011-06-15","ST","ST2",1408100,36,21
"2011/03/B/ST7/03062","OPUS","2011-09-15","ST","ST7",785535,36,7
"2011/02/A/ST2/00306","MAESTRO","2011-06-15","ST","ST2",1949000,60,6
"2012/07/B/ST7/01203","OPUS","2012-09-15","ST","ST7",450708,36,8
"2011/02/A/ST3/00116","MAESTRO","2011-06-15","ST","ST3",1250000,60,6
"2012/05/B/ST6/03472","OPUS","2012-03-15","ST","ST6",777670,36,8
"2011/02/A/ST3/00124","MAESTRO","2011-06-15","ST","ST3",1086800,60,5
"2012/05/B/ST10/00571","OPUS","2012-03-15","ST","ST10",268634,30,4
"2011/02/A/ST3/00125","MAESTRO","2011-06-15","ST","ST3",3e+06,60,6
"2012/07/B/ST5/00771","OPUS","2012-09-15","ST","ST5",584500,36,8
"2011/02/A/ST3/00131","MAESTRO","2011-06-15","ST","ST3",2920000,60,9
"2011/03/B/NZ5/04276","OPUS","2011-09-15","NZ","NZ5",248950,36,5
"2011/02/A/ST3/00143","MAESTRO","2011-06-15","ST","ST3",2930000,48,13
"2011/03/B/NZ4/06451","OPUS","2011-09-15","NZ","NZ4",349000,36,3
"2011/02/A/ST3/00150","MAESTRO","2011-06-15","ST","ST3",2782400,48,23
"2012/05/B/ST4/01219","OPUS","2012-03-15","ST","ST4",1200000,36,4
"2011/02/A/ST3/00152","MAESTRO","2011-06-15","ST","ST3",2897600,60,10
"2012/07/B/NZ3/02912","OPUS","2012-09-15","NZ","NZ3",329680,36,5
"2011/02/A/ST4/00246","MAESTRO","2011-06-15","ST","ST4",2968280,60,12
"2012/05/B/HS4/03818","OPUS","2012-03-15","HS","HS4",320180,36,5
"2011/02/A/ST5/00439","MAESTRO","2011-06-15","ST","ST5",2963000,60,5
"2011/03/B/NZ6/04682","OPUS","2011-09-15","NZ","NZ6",498620,36,10
"2011/02/A/ST5/00443","MAESTRO","2011-06-15","ST","ST5",2878400,60,12
"2011/02/A/ST5/00447","MAESTRO","2011-06-15","ST","ST5",1950000,36,15
"2013/09/B/ST1/04416","OPUS","2013-03-15","ST","ST1",352600,24,5
"2011/02/A/ST5/00459","MAESTRO","2011-06-15","ST","ST5",1e+06,48,10
"2012/05/B/HS6/03876","OPUS","2012-03-15","HS","HS6",178750,36,2
"2011/02/A/ST5/00471","MAESTRO","2011-06-15","ST","ST5",2930000,48,16
"2012/07/B/NZ7/04354","OPUS","2012-09-15","NZ","NZ7",580903,36,6
"2011/02/A/ST5/00472","MAESTRO","2011-06-15","ST","ST5",2400000,36,17
"2013/09/B/HS4/00458","OPUS","2013-03-15","HS","HS4",69600,24,1
"2011/02/A/ST6/00201","MAESTRO","2011-06-15","ST","ST6",1250000,60,11
"2011/03/B/ST1/00824","OPUS","2011-09-15","ST","ST1",214450,36,5
"2011/02/A/ST7/00365","MAESTRO","2011-06-15","ST","ST7",2069300,48,9
"2012/05/B/NZ8/02652","OPUS","2012-03-15","NZ","NZ8",316830,30,8
"2011/02/A/ST8/00280","MAESTRO","2011-06-15","ST","ST8",2080000,60,10
"2011/03/B/ST7/02524","OPUS","2011-09-15","ST","ST7",396700,36,6
"2011/02/A/ST8/00409","MAESTRO","2011-06-15","ST","ST8",2648000,60,20
"2012/07/B/ST5/00911","OPUS","2012-09-15","ST","ST5",234000,36,6
"2011/02/A/ST9/00256","MAESTRO","2011-06-15","ST","ST9",1300000,60,4
"2012/07/B/HS3/03455","OPUS","2012-09-15","HS","HS3",286650,36,5
"2012/07/B/HS2/00300","OPUS","2012-09-15","HS","HS2",93360,36,1
"2012/07/B/NZ9/02340","OPUS","2012-09-15","NZ","NZ9",341200,36,9
"2011/03/B/HS1/00467","OPUS","2011-09-15","HS","HS1",48960,36,1
"2011/03/B/NZ7/00635","OPUS","2011-09-15","NZ","NZ7",916900,36,16
"2011/03/B/HS5/00599","OPUS","2011-09-15","HS","HS5",150000,36,2
"2013/09/B/HS4/01965","OPUS","2013-03-15","HS","HS4",313125,24,4
"2011/03/B/NZ7/00724","OPUS","2011-09-15","NZ","NZ7",747160,36,17
"2012/07/B/ST5/03157","OPUS","2012-09-15","ST","ST5",216000,36,3
"2012/05/B/ST9/03932","OPUS","2012-03-15","ST","ST9",419600,36,5
"2012/07/B/NZ2/01945","OPUS","2012-09-15","NZ","NZ2",607000,36,4
"2011/03/B/HS1/01693","OPUS","2011-09-15","HS","HS1",59300,36,2
"2011/03/B/HS6/01874","OPUS","2011-09-15","HS","HS6",304800,36,10
"2011/03/B/HS1/01700","OPUS","2011-09-15","HS","HS1",56250,36,1
"2011/03/B/NZ7/00682","OPUS","2011-09-15","NZ","NZ7",244440,36,4
"2013/11/B/HS4/01022","OPUS","2013-09-16","HS","HS4",219180,24,7
"2012/07/B/NZ8/01293","OPUS","2012-09-15","NZ","NZ8",400018,36,5
"2012/07/B/HS2/00602","OPUS","2012-09-15","HS","HS2",67920,36,1
"2012/07/B/HS1/00310","OPUS","2012-09-15","HS","HS1",56940,24,2
"2011/03/B/HS1/04574","OPUS","2011-09-15","HS","HS1",52800,30,1
"2012/05/B/HS4/00675","OPUS","2012-03-15","HS","HS4",79676,30,3
"2013/09/B/ST2/04064","OPUS","2013-03-15","ST","ST2",449300,18,7
"2011/03/B/NZ3/04480","OPUS","2011-09-15","NZ","NZ3",842500,36,6
"2011/03/B/NZ7/06101","OPUS","2011-09-15","NZ","NZ7",488480,36,18
"2011/03/B/HS6/01799","OPUS","2011-09-15","HS","HS6",385820,36,4
"2012/07/B/NZ7/04383","OPUS","2012-09-15","NZ","NZ7",1063688,36,18
"2011/03/B/NZ1/00148","OPUS","2011-09-15","NZ","NZ1",483000,36,2
"2011/03/B/HS6/04458","OPUS","2011-09-15","HS","HS6",408520,36,5
"2012/07/B/NZ8/02701","OPUS","2012-09-15","NZ","NZ8",171882,36,3
"2012/05/B/ST4/01150","OPUS","2012-03-15","ST","ST4",351000,36,8
"2011/03/B/HS4/05890","OPUS","2011-09-15","HS","HS4",111540,24,3
"2012/07/B/NZ5/00587","OPUS","2012-09-15","NZ","NZ5",254985,36,3
"2011/03/B/ST10/05534","OPUS","2011-09-15","ST","ST10",382500,36,12
"2011/03/B/NZ7/06550","OPUS","2011-09-15","NZ","NZ7",825000,36,14
"2013/09/B/HS2/01164","OPUS","2013-03-15","HS","HS2",131060,24,16
"2013/09/B/ST4/03014","OPUS","2013-03-15","ST","ST4",267200,24,4
"2012/07/B/ST4/01588","OPUS","2012-09-15","ST","ST4",840000,36,8
"2011/03/B/ST3/02457","OPUS","2011-09-15","ST","ST3",349000,36,6
"2012/07/B/ST5/00806","OPUS","2012-09-15","ST","ST5",496500,36,15
"2012/05/B/NZ7/02880","OPUS","2012-03-15","NZ","NZ7",424900,36,7
"2011/03/B/HS2/04186","OPUS","2011-09-15","HS","HS2",320302,36,4
"2011/03/B/ST3/00477","OPUS","2011-09-15","ST","ST3",205380,24,3
"2012/05/B/HS4/03719","OPUS","2012-03-15","HS","HS4",416300,36,5
"2011/03/B/HS6/03983","OPUS","2011-09-15","HS","HS6",893750,36,4
"2011/03/B/ST10/06341","OPUS","2011-09-15","ST","ST10",547360,36,6
"2012/07/B/ST5/03042","OPUS","2012-09-15","ST","ST5",936180,36,11
"2011/03/B/NZ9/00752","OPUS","2011-09-15","NZ","NZ9",459450,36,4
"2011/03/B/ST3/02664","OPUS","2011-09-15","ST","ST3",363600,36,4
"2011/03/B/NZ5/05710","OPUS","2011-09-15","NZ","NZ5",195650,36,3
"2011/03/B/NZ8/00129","OPUS","2011-09-15","NZ","NZ8",443502,36,7
"2011/03/B/ST8/06478","OPUS","2011-09-15","ST","ST8",390240,36,4
"2012/05/B/NZ8/02654","OPUS","2012-03-15","NZ","NZ8",329900,30,7
"2012/05/B/NZ7/03102","OPUS","2012-03-15","NZ","NZ7",842550,30,10
"2011/03/B/HS6/01117","OPUS","2011-09-15","HS","HS6",179600,36,5
"2011/03/B/HS4/04532","OPUS","2011-09-15","HS","HS4",179400,36,3
"2011/03/B/HS4/03925","OPUS","2011-09-15","HS","HS4",179790,36,3
"2011/03/B/NZ9/01335","OPUS","2011-09-15","NZ","NZ9",340000,36,5
"2011/03/B/HS5/00654","OPUS","2011-09-15","HS","HS5",291200,36,4
"2012/07/B/HS2/00292","OPUS","2012-09-15","HS","HS2",204563,36,1
"2013/11/B/HS4/01695","OPUS","2013-09-16","HS","HS4",229944,24,4
"2012/05/B/NZ3/01996","OPUS","2012-03-15","NZ","NZ3",521000,36,5
"2012/05/B/HS1/02949","OPUS","2012-03-15","HS","HS1",109200,30,1
"2013/09/B/HS6/02626","OPUS","2013-03-15","HS","HS6",119040,30,3
"2011/03/B/ST9/03281","OPUS","2011-09-15","ST","ST9",504730,36,5
"2013/11/B/HS4/00691","OPUS","2013-09-16","HS","HS4",243880,24,9
"2011/03/B/HS4/05495","OPUS","2011-09-15","HS","HS4",305340,36,1
"2011/03/B/HS3/00341","OPUS","2011-09-15","HS","HS3",259100,36,15
"2012/07/B/ST8/03760","OPUS","2012-09-15","ST","ST8",708000,36,9
"2012/05/B/ST6/03428","OPUS","2012-03-15","ST","ST6",515250,36,6
"2011/03/B/NZ9/01619","OPUS","2011-09-15","NZ","NZ9",438900,36,7
"2012/05/B/NZ7/03293","OPUS","2012-03-15","NZ","NZ7",873571,36,7
"2011/03/B/NZ8/00015","OPUS","2011-09-15","NZ","NZ8",320800,36,4
"2012/05/B/ST9/03931","OPUS","2012-03-15","ST","ST9",487620,36,5
"2013/09/B/NZ2/03233","OPUS","2013-03-15","NZ","NZ2",375232,30,4
"2012/07/B/NZ4/01764","OPUS","2012-09-15","NZ","NZ4",476100,36,8
"2012/07/B/HS6/01467","OPUS","2012-09-15","HS","HS6",397900,36,7
"2012/05/B/HS4/04183","OPUS","2012-03-15","HS","HS4",176720,30,3
"2011/03/B/ST8/05916","OPUS","2011-09-15","ST","ST8",908760,36,6
"2012/05/B/ST8/01773","OPUS","2012-03-15","ST","ST8",884000,36,10
"2011/03/B/NZ7/01764","OPUS","2011-09-15","NZ","NZ7",407080,36,15
"2013/09/B/NZ8/03340","OPUS","2013-03-15","NZ","NZ8",309514,30,4
"2012/07/B/HS4/02990","OPUS","2012-09-15","HS","HS4",196300,24,10
"2012/05/B/NZ1/00025","OPUS","2012-03-15","NZ","NZ1",497500,36,4
"2013/11/B/HS4/01064","OPUS","2013-09-16","HS","HS4",260835,18,10
"2012/05/B/ST5/00281","OPUS","2012-03-15","ST","ST5",373370,36,4
"2011/03/B/NZ8/02982","OPUS","2011-09-15","NZ","NZ8",455000,36,8
"2012/07/B/HS4/03076","OPUS","2012-09-15","HS","HS4",442949,36,5
"2011/03/B/NZ3/00297","OPUS","2011-09-15","NZ","NZ3",821660,36,8
"2011/03/B/NZ6/00053","OPUS","2011-09-15","NZ","NZ6",643500,36,4
"2011/03/B/NZ1/00568","OPUS","2011-09-15","NZ","NZ1",4e+05,36,6
"2011/03/B/NZ1/00595","OPUS","2011-09-15","NZ","NZ1",845000,36,5
"2013/09/B/HS3/04293","OPUS","2013-03-15","HS","HS3",151079,24,1
"2011/03/B/HS3/04551","OPUS","2011-09-15","HS","HS3",429500,36,20
"2011/03/B/NZ8/03044","OPUS","2011-09-15","NZ","NZ8",348110,36,4
"2012/05/B/ST5/01689","OPUS","2012-03-15","ST","ST5",344000,36,5
"2012/05/B/ST5/00269","OPUS","2012-03-15","ST","ST5",727650,36,6
"2012/07/B/NZ1/02867","OPUS","2012-09-15","NZ","NZ1",775000,36,7
"2012/07/B/NZ9/01623","OPUS","2012-09-15","NZ","NZ9",459400,36,5
"2011/03/B/HS4/03933","OPUS","2011-09-15","HS","HS4",75000,36,1
"2012/05/B/HS6/03793","OPUS","2012-03-15","HS","HS6",246720,32,11
"2013/11/B/HS6/01522","OPUS","2013-09-16","HS","HS6",243165,24,2
"2014/13/B/HS4/00209","OPUS","2014-03-17","HS","HS4",134750,18,3
"2012/07/B/HS4/03011","OPUS","2012-09-15","HS","HS4",63700,36,4
"2012/05/B/ST1/00672","OPUS","2012-03-15","ST","ST1",188560,36,2
"2011/03/B/NZ8/00033","OPUS","2011-09-15","NZ","NZ8",217780,36,3
"2011/03/B/HS4/01148","OPUS","2011-09-15","HS","HS4",197056,36,3
"2012/05/B/HS2/03985","OPUS","2012-03-15","HS","HS2",305520,36,8
"2011/03/B/HS4/01154","OPUS","2011-09-15","HS","HS4",250000,24,1
"2012/07/B/ST1/03363","OPUS","2012-09-15","ST","ST1",106400,36,1
"2012/05/B/NZ3/00436","OPUS","2012-03-15","NZ","NZ3",329370,36,3
"2013/09/B/HS5/01384","OPUS","2013-03-15","HS","HS5",144820,32,2
"2012/07/B/HS4/03272","OPUS","2012-09-15","HS","HS4",178000,24,1
"2012/05/B/NZ2/02189","OPUS","2012-03-15","NZ","NZ2",405000,36,5
"2012/05/B/ST7/02138","OPUS","2012-03-15","ST","ST7",979560,36,10
"2012/07/B/ST10/04189","OPUS","2012-09-15","ST","ST10",310718,36,2
"2011/03/B/HS4/01299","OPUS","2011-09-15","HS","HS4",73000,36,1
"2012/07/B/ST6/01206","OPUS","2012-09-15","ST","ST6",215300,24,4
"2012/05/B/ST8/03010","OPUS","2012-03-15","ST","ST8",641900,36,4
"2011/03/B/HS4/01362","OPUS","2011-09-15","HS","HS4",300100,36,2
"2012/07/B/ST10/04318","OPUS","2012-09-15","ST","ST10",624800,36,16
"2011/03/B/ST5/03180","OPUS","2011-09-15","ST","ST5",645308,36,5
"2012/05/B/NZ3/00429","OPUS","2012-03-15","NZ","NZ3",750000,36,6
"2011/03/B/HS4/02032","OPUS","2011-09-15","HS","HS4",79480,30,1
"2013/11/B/ST4/00766","OPUS","2013-09-16","ST","ST4",341500,24,6
"2012/05/B/ST10/00710","OPUS","2012-03-15","ST","ST10",252586,36,10
"2012/05/B/HS4/04170","OPUS","2012-03-15","HS","HS4",445000,36,10
"2013/11/B/HS4/02120","OPUS","2013-09-16","HS","HS4",138160,24,3
"2012/07/B/HS4/00306","OPUS","2012-09-15","HS","HS4",427786,36,4
"2012/07/B/ST1/03306","OPUS","2012-09-15","ST","ST1",285600,36,5
"2013/09/B/HS5/01086","OPUS","2013-03-15","HS","HS5",117000,24,2
"2012/07/B/HS1/01986","OPUS","2012-09-15","HS","HS1",122200,36,2
"2012/05/B/NZ3/00415","OPUS","2012-03-15","NZ","NZ3",486333,36,4
"2012/05/B/NZ4/02406","OPUS","2012-03-15","NZ","NZ4",400040,36,5
"2012/07/B/HS4/02928","OPUS","2012-09-15","HS","HS4",364080,30,7
"2012/05/B/ST8/01564","OPUS","2012-03-15","ST","ST8",551000,36,8
"2012/07/B/ST5/00889","OPUS","2012-09-15","ST","ST5",389200,36,6
"2012/07/B/ST3/03027","OPUS","2012-09-15","ST","ST3",1075880,36,5
"2012/05/B/HS3/03928","OPUS","2012-03-15","HS","HS3",432892,36,19
"2011/03/B/ST7/03347","OPUS","2011-09-15","ST","ST7",258310,36,5
"2012/07/B/ST8/03031","OPUS","2012-09-15","ST","ST8",597920,36,6
"2012/07/B/ST2/03680","OPUS","2012-09-15","ST","ST2",588996,36,8
"2012/07/B/HS3/01126","OPUS","2012-09-15","HS","HS3",97200,30,1
"2012/05/B/HS4/04147","OPUS","2012-03-15","HS","HS4",399310,36,7
"2012/05/B/NZ7/02705","OPUS","2012-03-15","NZ","NZ7",597000,36,15
"2013/09/B/ST8/00170","OPUS","2013-03-15","ST","ST8",506207,27,13
"2012/07/B/ST10/04175","OPUS","2012-09-15","ST","ST10",490750,36,6
"2012/07/B/ST5/02462","OPUS","2012-09-15","ST","ST5",467280,36,4
"2012/05/B/ST8/02742","OPUS","2012-03-15","ST","ST8",364800,36,7
"2013/09/B/ST7/01608","OPUS","2013-03-15","ST","ST7",472690,24,4
"2011/03/B/NZ8/02095","OPUS","2011-09-15","NZ","NZ8",258240,36,3
"2013/11/B/HS5/04170","OPUS","2013-09-16","HS","HS5",189600,27,9
"2013/11/B/HS6/01567","OPUS","2013-09-16","HS","HS6",120284,27,8
"2011/03/B/HS4/04544","OPUS","2011-09-15","HS","HS4",127850,36,3
"2013/09/B/HS4/00474","OPUS","2013-03-15","HS","HS4",197307,24,3
"2011/03/B/ST10/04602","OPUS","2011-09-15","ST","ST10",394372,36,5
"2013/09/B/ST4/00094","OPUS","2013-03-15","ST","ST4",323910,32,4
"2012/05/B/ST4/01207","OPUS","2012-03-15","ST","ST4",960010,36,7
